id,num_backspaces,duration_backspaces,num_cut/copy/paste,discarded_text,D/I Ratio,Proportion_of_Deletions,no_distant_revision,no_immediate_revision,major_edits_count,multi_word_deletion_time,major_edits_freq,num_chars,mean_word_length,num_keystrokes,num_bursts,mean_burst_len,mean_burst_duration,std_burst_len,std_burst_duration,rate_of_keystrokes,nonproduction_time_per_essay,cursor_move_count,cursor_move_distance,cursor_move_mean_dist,cursor_move_count_new,y_difference_per_essay,num_insertions_per_essay,proportion_of_insertions,sum_IKI,mean_IKI,SD_IKI,Total_Pause_Time,Longest_Pause_Time,Mean_Pause_Time,Variance_of_total_pause_time,Num_Long_Pauses,Percentage_of_Longest_Pauses,Total_Pause_Time_Before_Word,Mean_Pause_Time_Before_Word,SD_Pause_Time_Before_Word,Total_Pause_Time_within_word,Mean_Pause_Time_within_word,SD_Pause_Time_within_word,Total_Pause_Time_Before_Sentences,Mean_Pause_Time_Before_Sentences,SD_Pause_Time_Before_Sentences,Total_Pause_Time_in_sentences,Mean_Pause_Time_in_sentences,SD_Pause_Time_in_sentences,score
3d24cd53,289.0,25351.0,289,289,0.107275426874536,0.082512726660176,3047,115.0,60,19386,0.0189753320683111,1901.0,4.569711538461538,2983,138,21.615942028985508,5837.355072463768,25.40024784745108,6970.266531154964,0.0017028646578033,11260,3046,6795,2.230794484569928,0.0,0,291,0.0008435834031487,1836792.0,580.8956356736243,1764.4492964367744,1531858.0,27749.0,484.45857052498417,3215608.2926519206,66,0.0258114978490418,2598105,5504.459745762712,84168.67197385023,989960,2097.3728813559323,6038.561568987082,96573,3017.90625,4891.446935208403,1330035,41563.59375,39478.47092902856,3.5
3d6b15dd,549.0,31167.0,549,1019,0.2719508940485722,0.2516565123222784,4316,30.0,76,23780,0.0174873446847676,2207.0,4.797826086956522,4296,138,31.13043478260869,6482.188405797101,73.50294954973108,13031.96282561962,0.0024278054671989,6798,4315,12222,2.8324449594438006,0.0,0,1452,0.0039845666646542,1763422.0,405.7574781408192,2454.014348968657,1452239.0,137464.0,334.1553152323976,6155415.997275552,42,0.0164254986312084,2193610,3808.350694444444,71915.05889854005,1033798,1794.7881944444443,22178.25893798424,3742,178.1904761904762,332.2785908010956,800789,38132.80952380953,52615.00629917195,4.0
3d95f52a,37.0,2415.0,37,37,0.0132190067881386,0.0156824183136737,2842,31.0,3,2004,0.0010442046641141,2179.0,4.1347248576850095,2836,96,29.541666666666668,11789.135416666666,36.95542597199943,15232.161280534228,0.0015912110650369,1554,2841,4051,1.4259063709961282,0.0,0,23,7.654139391861986e-05,1739001.0,605.2909850330665,3265.662739642068,1571558.0,162349.0,547.009397841977,12183727.8101484,21,0.0082127493156042,749333,1372.404761904762,2113.771533162834,969156,1775.010989010989,7690.521977242365,1998974,111054.11111111112,418040.0178878023,1283274,71293.0,35043.38443902324,4.0
3dccb44b,408.0,32330.0,422,422,0.2062561094819159,0.2106440116203616,2479,41.0,72,25504,0.0285714285714285,1328.0,4.936802973977695,2468,60,41.13333333333333,8872.8,53.82975885003672,11772.934355934913,0.0014268008689896,11761,2478,6346,2.5609362389023405,0.0,0,400,0.0018054696703663,1739701.0,690.3575396825397,9631.529360475302,1571039.0,417592.0,623.4281746031746,92989225.72092082,27,0.0105592491200625,334542,961.3275862068964,2997.036971923783,1315053,3778.887931034483,36704.4798026217,1582261,93074.17647058824,375885.347003118,1508885,88757.94117647059,194257.5159882721,4.0
3de6dde6,190.0,19748.0,193,230,0.0727848101265822,0.0582251948012495,3360,139.0,25,15269,0.0071448985424406,2305.0,4.432692307692308,3353,60,55.88333333333333,16502.883333333335,51.74418551357512,15278.446662206436,0.0019411690953009,7368,3359,7896,2.350699612980053,0.0,0,544,0.0009071156889326,1587934.0,453.82509288368107,2581.7483344144566,1417314.0,214495.0,405.06258931123176,19754410.398883093,28,0.0109503324208056,2456609,4014.066993464052,72697.12993689989,742358,1213.0032679738565,6658.610215597743,85536,2851.2,8078.9369922124,1107630,36921.0,36452.21307694358,4.0
3deab542,62.0,5465.0,62,91,0.0470041322314049,0.0361708216738743,2000,70.0,7,3966,0.0033816425120772,1450.0,4.367469879518072,1998,21,95.14285714285714,14630.666666666666,105.75504040672752,15722.105483469237,0.0013806111505359,2237,1999,2029,1.015007503751876,0.0,0,33,0.0002063686619806,1496951.0,723.1647342995169,19088.539557957065,1341724.0,837391.0,648.175845410628,364362967.2827418,8,0.0031286664059444,1196568,3438.4137931034484,57023.16400170686,407173,1170.037356321839,12363.170264421384,1653582,91865.66666666669,327577.44574159593,978746,54374.77777777778,197704.87455669147,4.0
3e0aa9dd,399.0,30913.0,368,427,0.1333541536539662,0.0988771538199694,3586,265.0,69,24208,0.0179174240457024,2258.0,4.506986027944111,3572,58,61.58620689655172,16612.137931034482,70.34003488886658,19344.370978195308,0.0021325338500293,3573,3585,8274,2.307949790794979,0.0,0,251,0.0004847347187862,1693259.0,439.693326408725,2831.394331045206,1400522.0,124552.0,363.6774863671774,11281050.660113797,28,0.0109503324208056,2588817,4264.937397034596,73255.18010156497,751925,1238.7561779242174,6043.469986283225,143227,5508.7307692307695,24348.181741654043,1118136,43005.230769230766,35288.1438438552,2.5
3e10785d,72.0,9385.0,83,83,0.0637480798771121,0.0352774165030304,1388,82.0,10,7085,0.0068027210884353,970.0,4.470046082949309,1385,58,23.879310344827587,10463.344827586208,28.86330614502252,12368.13867281108,0.0003753005276419,2450,1387,1524,1.0987743330930064,0.0,0,65,0.000277827644278,3914770.0,2663.108843537415,59430.027996242425,3684839.0,2261456.0,2506.693197278912,3532085936.5246043,24,0.0093859992178333,855758,3672.781115879828,14366.719633859591,2799517,12015.09442060086,149067.9858944535,115922,5520.095238095239,22911.24948776204,3177296,151299.80952380953,491047.0347779955,1.5
3e2b4048,30.0,3842.0,30,30,0.0191815856777493,0.0127161749745676,1599,0.0,3,1849,0.0018761726078799,1234.0,4.896825396825397,1594,82,19.4390243902439,8989.646341463415,28.194692417508588,13461.550541157836,0.0008889600501687,655,1598,1622,1.0150187734668334,0.0,0,15,6.24643432707163e-05,1793064.0,1121.3658536585365,3892.5586156575946,1564163.0,47699.0,978.213258286429,15189825.02896052,46,0.0179898318341806,848052,3007.276595744681,7707.739772836411,1052071,3730.748226950355,10714.75192804039,1838751,91937.55,391327.6660466567,1472888,73644.4,111849.73240134564,2.5
3e3303e5,721.0,40746.0,742,893,0.2637302882001087,0.3176869767990253,4454,319.0,180,33256,0.0377121307353865,2319.0,4.84133611691023,4420,62,71.29032258064517,11353.91935483871,82.71091015646383,12847.35044993923,0.002637120019625,13354,4453,28423,6.3828879407141255,0.0,0,1595,0.0047063752943328,1765549.0,369.9034150429499,3534.261297825394,1515361.0,156695.0,317.48606746281166,12879842.338709868,41,0.0160344153304653,539416,905.0604026845638,6600.13376235022,1028000,1724.8322147651006,10667.194287869805,220291,8158.925925925926,29047.271390357324,1077266,39898.74074074074,49573.70877529633,4.5
3e3848e6,208.0,18061.0,208,208,0.0482598607888631,0.0445870658923951,4529,70.0,38,14975,0.0082626657969123,3322.0,4.588397790055248,4518,80,56.475,14331.85,54.35699505484465,14022.12477994344,0.0025483530458055,738,4528,5516,1.2181978798586572,0.0,0,173,0.0003989143994263,1778369.0,386.68601869971735,1477.9810415717573,1397244.0,60408.0,303.8147423352903,2328168.4028187264,35,0.013687915526007,737483,975.5066137566138,2130.400818960404,1006169,1330.9113756613756,4203.177436534918,2009875,50246.875,284579.40254601266,1105747,27643.675,16931.142443146837,4.5
3e3cb355,492.0,42549.0,493,559,0.260625,0.1835920645962295,3726,338.0,77,33329,0.0189468503937007,2369.0,5.127705627705628,3695,81,45.617283950617285,11537.481481481482,45.65949186676155,11988.039013023685,0.0020721003214712,14905,3725,18202,4.886442953020135,0.0,0,421,0.0010661007807099,1960125.0,482.3142224409449,3856.76961575329,1567437.0,218823.0,385.6882381889764,14850335.030764865,43,0.0168165819319515,578935,1111.1996161228408,1896.211382464101,972324,1866.2648752399232,12669.294338573023,17067,682.68,1364.8766037020832,1184978,47399.12,47848.58922364727,6.0
3e40ecd2,94.0,11336.0,94,94,0.0326388888888888,0.0270440559179011,2992,33.0,11,9476,0.0036363636363636,2235.0,4.281609195402299,2974,57,52.175438596491226,16432.385964912282,60.89426515544838,18211.761500621345,0.0016658791601545,3907,2991,15254,5.099966566365764,0.0,0,303,0.0007561389498901,1760000.0,581.8181818181819,4022.112837622961,1470903.0,137553.0,486.2489256198347,17196168.960833006,31,0.0121235823230348,424009,803.0473484848485,1964.570994602608,1213469,2298.2367424242425,11954.861800723458,116583,5299.227272727273,11000.45994679884,1293108,58777.63636363636,67054.36482760016,3.0
3e498d1f,298.0,29926.0,300,1498,0.4225570573897629,0.3428931043783152,4852,83.0,108,23177,0.0218844984802431,2760.0,4.623115577889447,4817,117,41.17094017094017,7546.008547008547,45.44061881072443,8238.603091853542,0.0027251507392143,15235,4851,14150,2.916924345495774,0.0,0,2215,0.0053183187869911,1810057.0,366.7795339412361,1717.1585172472785,1395203.0,63417.0,282.7159067882472,2932602.1337051643,55,0.0215095815408682,790178,1027.5396618985696,3228.9466271911,809297,1052.401820546164,4121.716364908811,1696514,37700.31111111112,247314.4317596181,1217288,27050.844444444443,24835.91632179965,5.0
3e4d4afe,190.0,25712.0,190,190,0.1384839650145772,0.0654675763214113,1866,309.0,27,16668,0.0124137931034482,938.0,4.488038277511961,1562,129,12.108527131782946,5428.790697674419,10.753081179130064,5307.27041966139,0.0012070886907721,38030,1865,10518,5.639678284182305,0.0,0,344,0.0007993326501827,1650238.0,758.7301149425288,2375.695507959674,1522584.0,151087.0,700.0386206896552,15945017.306695413,39,0.0152522487289792,683758,2609.763358778626,3979.3571517203,672210,2565.687022900763,4895.913467707454,68072,3403.6,9391.033133008485,1195355,59767.75,30869.802155905323,2.5
3e5c062d,372.0,21818.0,272,578,0.5629770992366412,0.5231331240800837,1857,138.0,61,15553,0.0305764411027568,1024.0,4.995121951219512,1844,118,15.627118644067796,4598.627118644068,14.544242324343402,4618.633882079656,0.0011443465551727,12970,1856,6249,3.366918103448276,0.0,0,404,0.0018963307876813,1689310.0,846.7719298245614,4440.068903769928,1584296.0,137504.0,794.1333333333333,21110585.834771022,53,0.020727414939382,595097,2073.5087108013936,4894.853107072734,1076595,3751.202090592335,19543.43995318561,1767401,220925.125,614853.7821390517,1495386,186923.25,180560.5993452851,2.0
3e6f3340,719.0,60137.0,731,751,0.141912320483749,0.1085774760291004,6125,1027.0,148,43987,0.0206935123042505,3666.0,4.817345597897504,6024,51,118.11764705882354,13927.470588235294,118.487576911476,13247.057580237117,0.0040025855628216,11627,6124,33509,5.471750489875898,0.0,0,957,0.003155125347822,1786043.0,249.726370246085,3045.841371279807,1484289.0,158327.0,207.5348154362416,9254068.63338428,30,0.0117324990222917,323744,353.8185792349727,1693.4483336936453,1196321,1307.454644808743,17414.67590751405,42931,1300.939393939394,4385.478921533214,1052646,31898.36363636364,129230.40573666724,6.0
3e99d020,176.0,16638.0,183,176,0.0832238282961016,0.0643816817172966,2489,47.0,36,12720,0.0141955835962145,1729.0,4.898016997167139,2466,72,34.25,13073.5,44.96908171020567,17759.75867032458,0.0014051901162384,10597,2488,7929,3.186897106109325,0.0,0,155,0.0004444877780199,1750841.0,690.3947160883281,3595.8111667739627,1509817.0,146820.0,595.3537066246057,14048285.792396529,42,0.0164254986312084,561757,1474.4278215223096,4037.140562245877,1085299,2848.5538057742783,10674.036234091704,1841376,122758.4,458824.7902104743,1395625,93041.66666666669,68578.35472515745,3.5
3ec5db01,876.0,67383.0,876,906,0.1869583161370202,0.1396271369810023,5778,548.0,154,55709,0.0243439772368005,3131.0,4.604411764705882,5725,88,65.05681818181819,13415.954545454546,75.72839518988586,15380.805853743614,0.0034288322186647,25933,5777,17366,3.00605850787606,0.0,0,1170,0.0021839767042484,1819570.0,287.6335757192539,1013.7696919131396,1332788.0,31524.0,210.68416060701864,1058753.0091625142,33,0.0129057489245209,532841,638.1329341317365,1687.9244960851197,985124,1179.7892215568863,3592.954699283963,135934,3161.2558139534885,6416.193242002254,978557,22757.13953488372,19947.20930902771,4.5
3ec68173,457.0,39470.0,457,816,0.1863013698630137,0.1477310787446479,4894,80.0,174,30143,0.0349819059107358,2834.0,4.684297520661157,4843,83,58.34939759036145,11105.301204819278,69.57579368362138,12306.299027312503,0.0029425910774533,14402,4893,17410,3.558144287758022,0.0,0,1393,0.0034404915975933,1688764.0,339.51829513470045,1739.3568257463137,1286944.0,63119.0,258.7342179332529,3010145.3285011314,37,0.0144700821274931,514489,641.5074812967581,1688.5164231628498,931695,1161.714463840399,5278.032414811462,58853,1783.4242424242425,6517.524587747555,1007317,30524.757575757576,27290.436470527435,4.5
3ec690e1,275.0,26694.0,275,374,0.1642512077294686,0.1256902038937077,2560,31.0,80,21033,0.0308761096101891,1511.0,4.551204819277109,2553,64,39.890625,8215.640625,37.26359012239057,7890.760331858481,0.0016057850404792,2957,2559,2960,1.1567018366549433,0.0,0,451,0.001536014604059,1572803.0,607.0254727904284,5600.775998575867,1360542.0,224475.0,525.103049015824,31969369.1117706,44,0.0172076652326945,634884,1479.9160839160838,4580.709927312528,669989,1561.7459207459208,12221.944954097684,438663,25803.70588235294,60342.223422704505,825871,48580.64705882353,43268.45909687156,3.5
3f0ba72c,80.0,6274.0,80,89,0.0361788617886178,0.0416830588808332,2652,88.0,12,4203,0.0043795620437956,1886.0,4.406542056074766,2541,54,47.05555555555556,10333.74074074074,45.57739288439351,10130.643126570569,0.0015256702369577,8170,2651,5252,1.98113919275745,0.0,0,357,0.0017203741452342,1794223.0,654.8259124087591,5546.333902458563,1590082.0,146808.0,580.321897810219,30752598.761623275,31,0.0121235823230348,488868,1111.0636363636363,3766.2439917033153,752536,1710.3090909090909,7736.460973320856,2316819,57920.475,275710.1366530257,1006932,25173.3,42417.63452537406,4.0
3f73ca80,662.0,43876.0,662,662,0.2674747474747475,0.185273810623298,3293,67.0,127,30438,0.037797619047619,1453.0,4.976027397260274,3137,113,27.76106194690265,5829.761061946902,26.59191416318501,5963.730936542183,0.0018687347331046,15706,3292,8732,2.652490886998785,0.0,0,821,0.0024707705734535,1744753.0,519.2717261904762,2199.386238028502,1518809.0,53086.0,452.0264880952381,5656802.918917102,60,0.0234649980445834,708321,1602.5361990950223,3927.7586667993273,837606,1895.0361990950223,6400.853272806825,9008,360.32,1034.651902815628,1282976,51319.04,45710.41243112266,4.5
3f7887c6,87.0,8094.0,87,489,0.2787913340935005,0.1898365619783376,1849,6.0,14,4268,0.0075471698113207,1001.0,4.509009009009009,1842,44,41.86363636363637,9266.454545454546,46.89552510465619,10249.715223394089,0.0010014522407156,4465,1848,2896,1.567099567099567,0.0,0,98,0.000469807666494,1850705.0,997.6846361185984,8641.856692399488,1645130.0,180400.0,886.8625336927224,74696489.65800758,29,0.0113414157215486,1491924,4076.295081967213,18069.41984366673,810072,2213.311475409836,15082.817060963713,2094962,209496.2,579681.4977506183,1349778,134977.8,259158.85033563653,2.5
3fc18493,767.0,51784.0,767,811,0.2211617125715844,0.2683857474261774,4462,138.0,166,31538,0.0360869565217391,2322.0,4.827442827442828,4438,120,36.98333333333333,6835.041666666667,35.06032815939202,6734.501758810801,0.0025960290913277,1921,4461,9860,2.210266756332661,0.0,0,677,0.0023409000535952,1770998.0,384.9995652173913,2223.904064599192,1483606.0,83363.0,322.5230434782609,4936806.216037723,44,0.0172076652326945,833996,1325.9077901430842,3293.161339797872,792764,1260.356120826709,8124.068296235157,2239,89.56,131.88507623432355,1457933,58317.32,56399.10700513498,5.0
3fdd2b5e,584.0,58119.0,598,624,0.220738137082601,0.1309353537964997,4227,124.0,117,44624,0.0268903700298781,1809.0,4.942622950819672,3444,65,52.98461538461538,8479.16923076923,59.968349023592296,8985.075037195762,0.0025121305130034,77734,4226,37416,8.853762423095125,0.0,0,1260,0.0035986633536115,1730666.0,397.7628131464031,4214.427200937908,1382982.0,204956.0,317.85382670650426,17721817.002076734,39,0.0152522487289792,401486,854.2255319148936,3859.611460462193,959115,2040.6702127659576,13126.698605397169,18768,1042.6666666666667,2277.9778184118627,935108,51950.444444444445,97264.58093094938,4.0
3fdf630c,424.0,27376.0,424,435,0.1492281303602058,0.1642054720057981,3363,87.0,69,19794,0.02,2006.0,4.708920187793427,3340,54,61.851851851851855,9536.537037037036,73.91591536114363,11158.682519637972,0.0020960144740431,4746,3362,7584,2.2558001189768,0.0,0,352,0.0015521103409351,1644763.0,476.7428985507247,4389.093038947551,1420317.0,139743.0,411.68608695652176,19235448.77501658,33,0.0129057489245209,648625,1329.1495901639344,7638.997412447322,347521,712.1331967213115,2980.8213999436184,1748685,64766.11111111111,310204.6210897095,1246845,46179.444444444445,85280.94947621129,4.5
3fe62246,214.0,15908.0,220,312,0.1182266009852216,0.1045026577839407,2938,30.0,60,12557,0.0202156334231805,1880.0,4.8081841432225065,2868,74,38.75675675675676,6964.0,47.129321010665166,8062.996482324212,0.0016599450450808,21713,2937,28602,9.738508682328908,0.0,0,682,0.0024351489832717,1757494.0,592.1475741239892,3598.259574958067,1538342.0,123508.0,518.3092991913746,13219985.68724751,58,0.0226828314430973,538039,1195.6422222222222,3954.1170210856817,1035259,2300.575555555556,10846.813154875172,25532,1276.6,2747.832684709514,1340933,67046.65,75908.50969650726,4.5
3ff9d316,667.0,54532.0,664,673,0.1984665290474786,0.1297754672302483,4097,178.0,131,40294,0.0306432748538011,2159.0,4.44238683127572,4056,73,55.56164383561644,13314.246575342466,48.78808663249946,11438.29693128991,0.0022827636658781,3436,4096,5013,1.223876953125,0.0,0,557,0.0011372592256836,1837390.0,429.7988304093568,2496.023174313289,1418214.0,97682.0,331.7459649122807,6492947.214346735,37,0.0144700821274931,695729,1099.0979462875198,3423.179204193701,836365,1321.2717219589258,6195.2819279316645,1845349,73813.96,368203.4164832758,1314766,52590.64,57508.7729719562,4.5
40145912,122.0,6703.0,122,172,0.0790078089113458,0.1111118288877835,2352,48.0,13,5177,0.0054166666666666,1612.0,4.56657223796034,2300,98,23.46938775510204,7224.510204081633,25.70659351483109,8200.161706030523,0.0013217816956366,18748,2351,3734,1.5882603147596768,0.0,0,145,0.000783005011232,1784138.0,743.3908333333334,4798.53904608715,1662088.0,164604.0,692.5366666666666,23401614.21207729,45,0.0175987485334376,2578326,6494.523929471033,89419.37283612316,931034,2345.1738035264484,10110.140787843617,4415,232.3684210526316,89.785058473814,1624976,85525.05263157895,82248.69548811748,3.5
402c7ed8,323.0,35007.0,323,328,0.0965273690406121,0.0834149256767926,3770,26.0,60,25431,0.0158061116965226,2517.0,5.298947368421053,3722,76,48.97368421052632,9690.868421052632,49.47483499968053,10069.719668182895,0.0021089134928796,2331,3769,21693,5.755638100291854,0.0,0,833,0.0021283391034403,1764298.0,464.7781875658588,4144.721510650886,1444274.0,227464.0,380.472602739726,17498221.88989477,48,0.0187719984356667,568937,1014.1479500891264,2561.3970754474544,754371,1344.6898395721926,12842.254619171385,247305,13739.166666666666,53360.87911597233,879305,48850.27777777778,40910.00611069527,4.5
4042f12f,568.0,23797.0,568,569,0.1736874236874236,0.1759616038791957,3866,82.0,116,18397,0.0293819655521783,2105.0,4.1683168316831685,3845,92,41.79347826086956,9454.141304347826,46.78300105560516,9555.060736756745,0.0020941819614973,4577,3865,9501,2.458214747736093,0.0,0,568,0.0012777137921105,1742118.0,441.2659574468085,2891.49520141546,1583713.0,143034.0,401.1431104356636,13496074.610119728,42,0.0164254986312084,2681491,4183.293291731669,74326.495637251,803215,1253.0655226209049,7339.8611811259825,17940,560.625,1584.9698022970497,1400883,43777.59375,54315.60678815179,4.0
40556bf1,249.0,19954.0,249,1196,0.2454844006568144,0.197465963538141,5151,62.0,46,16050,0.0088240936121235,2948.0,4.627943485086342,5121,39,131.30769230769232,14022.94871794872,212.2651214433887,20970.84935778173,0.0029842970901242,5357,5150,32857,6.38,0.0,0,245,0.0011546255714218,1743892.0,334.5275273355074,4001.486398839299,1537410.0,167611.0,294.9184730481489,15980334.013881622,30,0.0117324990222917,828302,956.4688221709008,6745.052943436914,634796,733.0207852193995,7040.372368602732,1747,49.91428571428571,16.15435003985255,271735,7763.857142857143,32975.03445669418,5.5
409e7178,76.0,6786.0,138,138,0.1026785714285714,0.0886524822695035,1462,176.0,29,6608,0.0177045177045177,951.0,4.245535714285714,1482,63,23.52380952380953,8705.666666666666,30.04719789568552,11641.149818500498,0.0009126471838594,4985,1461,4564,3.123887748117728,0.0,0,261,0.0004471206968915,1366012.0,833.95115995116,4778.782249430571,1639717.0,428673.0,1001.0482295482296,134600276.80219314,35,0.013687915526007,2219972,8774.592885375494,103384.29877262686,822592,3251.3517786561265,12030.048339650682,97875,4893.75,14115.45897933781,1070245,53512.25,44320.676726112,3.0
40b28508,61.0,5715.0,61,61,0.0337202874516307,0.0207482287475212,1888,109.0,4,2958,0.0020030045067601,1219.0,3.894568690095847,1870,80,23.375,7255.6625,25.74085803060766,7481.859391083411,0.0011060586759419,10991,1887,2409,1.2766295707472175,0.0,0,125,0.0002887869791726,1657986.0,830.2383575363044,4382.347952116281,1519953.0,147288.0,761.1181772658988,29946526.67440393,42,0.0164254986312084,826054,1652.108,5974.552272458246,736759,1473.518,8294.69853443936,95027,3801.08,14320.008798647204,1237019,49480.76,39031.88847412672,0.5
40caf723,233.0,22031.0,235,629,0.2638630442873093,0.1732632134583239,3006,72.0,77,16654,0.0250162443144899,1702.0,4.538666666666667,2928,91,32.175824175824175,5456.857142857143,45.952292508787714,7046.037621830725,0.0016223464252508,54881,3005,26234,8.730116472545758,0.0,0,1175,0.0043500312832036,1895054.0,615.6770630279402,5190.518254980073,1629252.0,218490.0,529.3216374269006,26708367.979063727,47,0.0183809151349237,483462,1026.4585987261146,5332.562776794643,1372733,2914.507430997877,15356.753120073989,386321,13797.17857142857,43538.97989078171,1052889,37603.17857142857,56627.373295079335,3.0
40f941ae,342.0,44607.0,342,350,0.1351873310158362,0.0623347017284522,2965,555.0,41,35298,0.0116477272727272,1848.0,5.4035087719298245,2932,90,32.577777777777776,12341.766666666666,30.963907143124548,11820.74219047636,0.0020396787042477,63475,2964,11596,3.912280701754386,0.0,0,344,0.0007027737089086,1723692.0,489.6852272727273,1772.6998799096923,1238267.0,79316.0,351.7803977272727,2832485.7809739825,20,0.0078216660148611,429357,1100.9153846153847,2451.9691334316944,821366,2106.0666666666666,3384.003373755765,61968,1998.967741935484,3557.2834530848672,993221,32039.3870967742,17140.892379876102,3.5
40fd4917,139.0,9459.0,139,139,0.0994989262705798,0.1078597977822784,1586,29.0,20,6890,0.0123839009287925,1001.0,4.509009009009009,1536,108,14.22222222222222,5660.703703703704,15.237885234422968,6476.085582520948,0.0009095885843534,5748,1585,4098,2.585488958990536,0.0,0,144,0.0004747837096433,1600992.0,991.3263157894736,4169.614853070241,1646657.0,174425.0,1019.6018575851392,36026032.799872644,41,0.0160344153304653,693800,2831.8367346938776,7202.841105402157,984891,4019.9632653061226,12258.42435765101,261055,10877.291666666666,15992.895472893084,1090119,45421.625,32028.843199206367,3.0
4107bf80,227.0,18272.0,229,577,0.2156219232031506,0.2049372087365012,3377,2165.0,114,13407,0.0205701912666907,2101.0,5.062650602409638,3291,133,24.74436090225564,5254.962406015037,25.69684986451981,5394.755946127031,0.0030640114112586,47613,3376,10304,3.052132701421801,0.0,0,878,0.0029279842595834,1800466.0,324.87657885239986,1257.0664863723111,1517036.0,33001.0,273.73439191627574,1539502.3214266165,61,0.0238560813453265,642491,1313.8875255623725,2458.3495855331507,1008546,2062.4662576687115,6148.104287610827,40336,1440.571428571429,2358.5237917372124,1411556,50412.71428571428,33963.01685314772,4.0
41090ec8,111.0,11555.0,111,115,0.0819088319088319,0.0529158959351389,1632,92.0,12,9280,0.0069605568445475,1029.0,4.808411214953271,1517,74,20.5,6887.554054054054,26.45867804399185,8551.168254948292,0.0009333524623667,16666,1631,3058,1.8749233599019008,0.0,0,100,0.0005140780267629,1845612.0,1070.54060324826,6525.861179281867,1653843.0,157885.0,959.3056844547564,42518604.97614874,41,0.0160344153304653,483212,1776.514705882353,4369.398415627673,621721,2285.738970588235,7873.917306107573,12549,1140.8181818181818,1172.3130826005329,894260,81296.36363636363,47887.603657465945,3.0
41388810,1143.0,76062.0,1143,1240,0.2960840496657115,0.2048638646576791,5339,57.0,239,54329,0.0442920681986656,2404.0,4.837022132796781,5332,75,71.09333333333333,15362.56,56.29727402870465,12590.875522055325,0.0029953365784663,5467,5338,5859,1.0976020981641064,0.0,0,979,0.0016517324632071,1740510.0,322.5555967383247,2620.551447613046,1269501.0,180776.0,235.2670496664196,7527457.117735205,20,0.0078216660148611,777147,1076.3808864265927,7014.224024055309,581150,804.9168975069252,1695.2924814910464,3891,121.59375,281.02368851764885,892607,27893.96875,15805.28418269555,4.5
414827f7,142.0,10648.0,144,206,0.0898778359511343,0.1030370933536072,2487,51.0,34,8064,0.0133963750985027,1670.0,4.955489614243324,2439,102,23.91176470588235,6465.156862745098,28.379710693261085,7925.010157403739,0.0014873966865865,22682,2486,13400,5.390185036202736,0.0,0,216,0.0009921819735234,1679773.0,661.8490937746257,2714.087435200576,1514275.0,66501.0,596.6410559495666,7575489.114703188,52,0.020336331638639,689566,1781.8242894056848,3646.6543776459457,867870,2242.558139534884,7326.316595579095,14731,775.3157894736842,1293.2082436342218,1300820,68464.21052631579,113729.0565816547,4.5
41a021da,37.0,3679.0,44,74,0.0455945779420825,0.0364399184533716,1721,495.0,10,2473,0.0045126353790613,1244.0,4.821705426356589,1669,94,17.75531914893617,6773.872340425532,22.39320469615091,8282.678686275773,0.0012303284854911,24476,1720,8205,4.770348837209302,2.0,317,541,0.0021469787524505,1749400.0,789.4404332129964,3299.328799388257,1600795.0,93034.0,722.3804151624548,11995864.032645611,54,0.0211184982401251,472660,1744.1328413284132,2960.0361030620343,1057144,3900.90036900369,14515.625291428132,96932,6058.25,9606.288076046856,1269549,79346.8125,50982.61379623287,4.0
41af0616,570.0,45922.0,571,598,0.2487520798668885,0.2094879106558583,3026,385.0,110,35876,0.0322486074464966,1484.0,5.243816254416961,2977,93,32.01075268817204,6216.903225806452,36.2069818584326,6782.745175082004,0.0020002075853078,5843,3025,13224,4.371570247933884,0.0,0,662,0.0024070188961891,1666868.0,488.6742890647904,3830.961358987745,1468655.0,143157.0,430.5643506303137,15087283.565579196,50,0.0195541650371529,477987,1261.179419525066,2947.4741817768904,669184,1765.6569920844329,7304.167146009813,6465,431.0,608.8849293116534,1042976,69531.73333333334,32493.905009723785,3.0
41b95fbe,237.0,24117.0,237,237,0.1105926271581894,0.0745669923073292,2396,157.0,53,17739,0.0207598903251077,1554.0,4.996784565916399,2380,58,41.03448275862069,9745.862068965518,46.895541073057096,11423.96583894635,0.0023690217693892,24757,2395,3380,1.411273486430063,0.0,0,610,0.0019389331417709,1049389.0,411.0415197806502,1552.89144601386,788381.0,42981.0,308.8057187622405,2522734.6338701043,27,0.0105592491200625,394473,1123.854700854701,2638.921008669882,464897,1324.4928774928776,4140.031865209388,52056,2602.8,4988.881802779584,665366,33268.3,21562.65658152148,3.5
41b9cd13,182.0,16369.0,182,182,0.0580172138986292,0.0595290662113674,3331,38.0,26,11853,0.0077174235678242,2416.0,5.04384133611691,3319,95,34.93684210526316,7305.136842105263,34.05715175504689,7641.455114591009,0.0018608807948153,19520,3330,9068,2.723123123123123,0.0,0,550,0.0019145284864433,1808160.0,536.7052537845058,3936.727377363183,1524784.0,122027.0,452.5924606708222,15248763.576439569,39,0.0152522487289792,1130767,2113.583177570093,9091.13369960073,583439,1090.540186915888,6470.632255095738,9153,538.4117647058823,1045.267732379098,1490625,87683.82352941176,84165.33686384444,5.0
